,Date,Chicago,Opponent,Quarter,Time,Score,Team,Action,Substitution,Player,Lineup,Points,Game
371,"November 9, 2021",Home,Carthage,1,04:05,67-44,Home,20SEC TIMEOUT by Chicago,0,,"Peyton Van Soest, Grace Hynes, Klaire Steffens, Mallory Brodnik, Peyton Soest, Ellie Gross",0,1
372,"November 9, 2021",Home,Carthage,1,04:05,67-44,Home,"GAO,ASHLEY enters the game",1,Ashley Gao,"Peyton Van Soest, Grace Hynes, Klaire Steffens, Mallory Brodnik, Peyton Soest, Ellie Gross, Ashley Gao",0,1
373,"November 9, 2021",Home,Carthage,1,04:05,67-44,Home,"POWE,MARISSA enters the game",1,Marissa Powe,"Peyton Van Soest, Grace Hynes, Klaire Steffens, Mallory Brodnik, Peyton Soest, Ellie Gross, Ashley Gao, Marissa Powe",0,1
374,"November 9, 2021",Home,Carthage,1,04:05,67-44,Home,"BRODNIK,MALLORY goes to the bench",1,Mallory Brodnik,"Peyton Van Soest, Grace Hynes, Klaire Steffens, Peyton Soest, Ellie Gross, Ashley Gao, Marissa Powe",0,1
375,"November 9, 2021",Home,Carthage,1,04:05,67-44,Home,"VAN SOEST,PEYTON goes to the bench",1,Peyton Soest,"Peyton Van Soest, Grace Hynes, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe",0,1
376,"November 9, 2021",Home,Carthage,1,03:51,70-44,Home,"HYNES,GRACE made 3-pt. jump shot",0,Grace Hynes,"Peyton Van Soest, Grace Hynes, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe",3,1
377,"November 9, 2021",Home,Carthage,1,03:51,70-44,Home,"Assist by GROSS,ELLIE",0,Ellie Gross,"Peyton Van Soest, Grace Hynes, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe",0,1
378,"November 9, 2021",Home,Carthage,1,03:28,70-47,Away,"HERRMANN,LAUREN made 3-pt. jump shot",0,Lauren Herrmann,"Peyton Van Soest, Grace Hynes, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe",3,1
379,"November 9, 2021",Home,Carthage,1,03:28,70-47,Away,"Assist by THISTLE,EMMA",0,Emma Thistle,"Peyton Van Soest, Grace Hynes, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe",0,1
380,"November 9, 2021",Home,Carthage,1,03:15,70-47,Home,"Turnover by HYNES,GRACE",0,Grace Hynes,"Peyton Van Soest, Grace Hynes, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe",0,1
381,"November 9, 2021",Home,Carthage,1,03:15,70-47,Home,"NORTH,SOPHIA enters the game",1,Sophia North,"Peyton Van Soest, Grace Hynes, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe, Sophia North",0,1
382,"November 9, 2021",Home,Carthage,1,03:15,70-47,Home,"HYNES,GRACE goes to the bench",1,Grace Hynes,"Peyton Van Soest, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe, Sophia North",0,1
383,"November 9, 2021",Home,Carthage,1,03:15,70-47,Away,"MORRISSEY,MARIANNA enters the game",1,Marianna Morrissey,"Peyton Van Soest, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe, Sophia North",0,1
384,"November 9, 2021",Home,Carthage,1,03:15,70-47,Away,"HERRMANN,LAUREN goes to the bench",1,Lauren Herrmann,"Peyton Van Soest, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe, Sophia North",0,1
385,"November 9, 2021",Home,Carthage,1,02:57,70-47,Away,"Turnover by ANTOINE,DESTINY",0,Destiny Antoine,"Peyton Van Soest, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe, Sophia North",0,1
386,"November 9, 2021",Home,Carthage,1,02:57,70-47,Home,"Steal by GROSS,ELLIE",0,Ellie Gross,"Peyton Van Soest, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe, Sophia North",0,1
387,"November 9, 2021",Home,Carthage,1,02:38,72-47,Home,"STEFFENS,KLAIRE made jump shot",0,Klaire Steffens,"Peyton Van Soest, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe, Sophia North",2,1
388,"November 9, 2021",Home,Carthage,1,02:38,72-47,Home,"Assist by POWE,MARISSA",0,Marissa Powe,"Peyton Van Soest, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe, Sophia North",0,1
389,"November 9, 2021",Home,Carthage,1,02:22,72-47,Home,"Foul by GROSS,ELLIE",0,Ellie Gross,"Peyton Van Soest, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe, Sophia North",0,1
390,"November 9, 2021",Home,Carthage,1,02:22,72-48,Away,"THISTLE,EMMA made free throw",0,Emma Thistle,"Peyton Van Soest, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe, Sophia North",1,1
391,"November 9, 2021",Home,Carthage,1,02:22,72-49,Away,"THISTLE,EMMA made free throw",0,Emma Thistle,"Peyton Van Soest, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe, Sophia North",1,1
392,"November 9, 2021",Home,Carthage,1,02:22,72-49,Home,"BRENNAN,ALINA enters the game",1,Alina Brennan,"Peyton Van Soest, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe, Sophia North, Alina Brennan",0,1
393,"November 9, 2021",Home,Carthage,1,02:22,72-49,Home,"VERMILION,ELLIE enters the game",1,Ellie Vermilion,"Peyton Van Soest, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe, Sophia North, Alina Brennan, Ellie Vermilion",0,1
394,"November 9, 2021",Home,Carthage,1,02:22,72-49,Home,"ALFARO,BELLA enters the game",1,Bella Alfaro,"Peyton Van Soest, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
395,"November 9, 2021",Home,Carthage,1,02:22,72-49,Home,"STEFFENS,KLAIRE goes to the bench",1,Klaire Steffens,"Peyton Van Soest, Ellie Gross, Ashley Gao, Marissa Powe, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
396,"November 9, 2021",Home,Carthage,1,02:22,72-49,Home,"GROSS,ELLIE goes to the bench",1,Ellie Gross,"Peyton Van Soest, Ashley Gao, Marissa Powe, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
397,"November 9, 2021",Home,Carthage,1,02:22,72-49,Home,"POWE,MARISSA goes to the bench",1,Marissa Powe,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
398,"November 9, 2021",Home,Carthage,1,02:22,72-49,Away,"BARRETT,BRIDGET enters the game",1,Bridget Barrett,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
399,"November 9, 2021",Home,Carthage,1,02:22,72-49,Away,"ANTOINE,DESTINY goes to the bench",1,Destiny Antoine,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
400,"November 9, 2021",Home,Carthage,1,02:13,74-49,Home,"BRENNAN,ALINA made layup",0,Alina Brennan,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",2,1
401,"November 9, 2021",Home,Carthage,1,02:13,74-49,Home,"Assist by NORTH,SOPHIA",0,Sophia North,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
402,"November 9, 2021",Home,Carthage,1,01:52,74-49,Away,"BARRETT,BRIDGET missed layup",0,Bridget Barrett,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
403,"November 9, 2021",Home,Carthage,1,01:49,74-49,Home,"NORTH,SOPHIA defensive rebound",0,Sophia North,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
404,"November 9, 2021",Home,Carthage,1,01:36,74-49,Away,"Foul by COSHUN,KELSEY",0,Kelsey Coshun,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
405,"November 9, 2021",Home,Carthage,1,01:36,74-49,Away,"CARSELLO,SAMM enters the game",1,Samm Carsello,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
406,"November 9, 2021",Home,Carthage,1,01:36,74-49,Away,"KNEBEL,ELENA enters the game",1,Elena Knebel,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
407,"November 9, 2021",Home,Carthage,1,01:36,74-49,Away,"VELEV,NANSY enters the game",1,Nansy Velev,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
408,"November 9, 2021",Home,Carthage,1,01:36,74-49,Away,"COSHUN,KELSEY goes to the bench",1,Kelsey Coshun,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
409,"November 9, 2021",Home,Carthage,1,01:36,74-49,Away,"THISTLE,EMMA goes to the bench",1,Emma Thistle,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
410,"November 9, 2021",Home,Carthage,1,01:36,74-49,Away,"BARRETT,BRIDGET goes to the bench",1,Bridget Barrett,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
411,"November 9, 2021",Home,Carthage,1,01:21,74-49,Home,"Turnover by GAO,ASHLEY",0,Ashley Gao,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
412,"November 9, 2021",Home,Carthage,1,01:08,74-49,Away,"VELEV,NANSY missed layup",0,Nansy Velev,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
413,"November 9, 2021",Home,Carthage,1,01:06,74-49,Home,"BRENNAN,ALINA defensive rebound",0,Alina Brennan,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
414,"November 9, 2021",Home,Carthage,1,01:05,74-49,Home,"Turnover by BRENNAN,ALINA",0,Alina Brennan,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
415,"November 9, 2021",Home,Carthage,1,01:05,74-49,Away,"Steal by VELEV,NANSY",0,Nansy Velev,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
416,"November 9, 2021",Home,Carthage,1,01:03,74-49,Home,"Foul by ALFARO,BELLA",0,Bella Alfaro,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
417,"November 9, 2021",Home,Carthage,1,01:03,74-49,Away,"VELEV,NANSY missed free throw",0,Nansy Velev,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
418,"November 9, 2021",Home,Carthage,1,01:03,74-49,Away,TEAM deadball rebound,0,,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
419,"November 9, 2021",Home,Carthage,1,01:03,74-50,Away,"VELEV,NANSY made free throw",0,Nansy Velev,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",1,1
420,"November 9, 2021",Home,Carthage,1,00:26,76-50,Home,"NORTH,SOPHIA made jump shot",0,Sophia North,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",2,1
421,"November 9, 2021",Home,Carthage,1,00:26,76-50,Home,"Assist by VERMILION,ELLIE",0,Ellie Vermilion,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",0,1
422,"November 9, 2021",Home,Carthage,1,00:15,76-52,Away,"MORRISSEY,MARIANNA made layup",0,Marianna Morrissey,"Peyton Van Soest, Ashley Gao, Sophia North, Alina Brennan, Ellie Vermilion, Bella Alfaro",2,1
0,"November 13, 2021",Home,Augsburg,1,09:44,2-0,Away,"LOR,SELENA made jump shot",0,Selena Lor,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",2,2
1,"November 13, 2021",Home,Augsburg,1,09:44,2-0,Away,"Assist by MYERS,KALENA",0,Kalena Myers,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
2,"November 13, 2021",Home,Augsburg,1,09:27,2-2,Home,"STEFFENS,KLAIRE made jump shot",0,Klaire Steffens,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",2,2
3,"November 13, 2021",Home,Augsburg,1,08:49,2-2,Away,"MYERS,KALENA missed jump shot",0,Kalena Myers,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
4,"November 13, 2021",Home,Augsburg,1,08:44,2-2,Home,"STEFFENS,KLAIRE defensive rebound",0,Klaire Steffens,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
5,"November 13, 2021",Home,Augsburg,1,08:43,2-4,Home,"SHAW,ELIZABETH made jump shot",0,Elizabeth Shaw,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",2,2
6,"November 13, 2021",Home,Augsburg,1,08:39,2-4,Away,"Turnover by LOR,SELENA",0,Selena Lor,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
7,"November 13, 2021",Home,Augsburg,1,08:27,2-4,Home,"STEFFENS,KLAIRE missed layup",0,Klaire Steffens,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
8,"November 13, 2021",Home,Augsburg,1,08:20,2-4,Away,"MASELLO,JEN defensive rebound",0,Jen Masello,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
9,"November 13, 2021",Home,Augsburg,1,08:08,2-4,Away,"MYERS,KALENA missed 3-pt. jump shot",0,Kalena Myers,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
10,"November 13, 2021",Home,Augsburg,1,08:02,2-4,Home,"BRODNIK,MALLORY defensive rebound",0,Mallory Brodnik,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
11,"November 13, 2021",Home,Augsburg,1,07:59,2-6,Home,"HYNES,GRACE made layup",0,Grace Hynes,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",2,2
12,"November 13, 2021",Home,Augsburg,1,07:59,2-6,Home,"Assist by SHAW,ELIZABETH",0,Elizabeth Shaw,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
13,"November 13, 2021",Home,Augsburg,1,07:45,4-6,Away,"LOR,SELENA made layup",0,Selena Lor,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",2,2
14,"November 13, 2021",Home,Augsburg,1,07:45,4-6,Home,"Foul by SHAW,ELIZABETH",0,Elizabeth Shaw,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
15,"November 13, 2021",Home,Augsburg,1,07:45,5-6,Away,"LOR,SELENA made free throw",0,Selena Lor,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",1,2
16,"November 13, 2021",Home,Augsburg,1,07:25,5-6,Home,"Turnover by SHAW,ELIZABETH",0,Elizabeth Shaw,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
17,"November 13, 2021",Home,Augsburg,1,07:25,5-6,Away,"Steal by LOR,SELENA",0,Selena Lor,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
18,"November 13, 2021",Home,Augsburg,1,07:20,5-6,Away,"COPLIN,JALEY missed layup",0,Jaley Coplin,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
19,"November 13, 2021",Home,Augsburg,1,07:17,5-6,Home,"HYNES,GRACE defensive rebound",0,Grace Hynes,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
20,"November 13, 2021",Home,Augsburg,1,07:10,5-6,Away,"Foul by MYERS,KALENA",0,Kalena Myers,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
21,"November 13, 2021",Home,Augsburg,1,07:04,5-6,Home,"Turnover by SHAW,ELIZABETH",0,Elizabeth Shaw,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
22,"November 13, 2021",Home,Augsburg,1,07:04,5-6,Away,"Steal by MASELLO,JEN",0,Jen Masello,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
23,"November 13, 2021",Home,Augsburg,1,07:00,5-6,Away,"MASELLO,JEN missed layup",0,Jen Masello,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
24,"November 13, 2021",Home,Augsburg,1,06:56,5-6,Home,"BRODNIK,MALLORY defensive rebound",0,Mallory Brodnik,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
25,"November 13, 2021",Home,Augsburg,1,06:47,5-6,Home,"VAN SOEST,PEYTON missed 3-pt. jump shot",0,Peyton Soest,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
26,"November 13, 2021",Home,Augsburg,1,06:41,5-6,Away,"LOR,SELENA defensive rebound",0,Selena Lor,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
27,"November 13, 2021",Home,Augsburg,1,06:33,5-6,Away,"MYERS,KALENA missed layup",0,Kalena Myers,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
28,"November 13, 2021",Home,Augsburg,1,06:33,5-6,Home,"Block by BRODNIK,MALLORY",0,Mallory Brodnik,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
29,"November 13, 2021",Home,Augsburg,1,06:33,5-6,Away,TEAM offensive rebound,0,,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
30,"November 13, 2021",Home,Augsburg,1,06:32,5-6,Away,"MASELLO,JEN missed layup",0,Jen Masello,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
31,"November 13, 2021",Home,Augsburg,1,06:24,5-6,Home,"HYNES,GRACE defensive rebound",0,Grace Hynes,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
32,"November 13, 2021",Home,Augsburg,1,06:22,5-6,Home,"HYNES,GRACE missed 3-pt. jump shot",0,Grace Hynes,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
33,"November 13, 2021",Home,Augsburg,1,06:22,5-6,Home,"GROSS,ELLIE offensive rebound",0,Ellie Gross,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
34,"November 13, 2021",Home,Augsburg,1,06:22,5-6,Away,"Foul by LOR,SELENA",0,Selena Lor,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
35,"November 13, 2021",Home,Augsburg,1,06:22,5-6,Home,"GROSS,ELLIE missed free throw",0,Ellie Gross,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
36,"November 13, 2021",Home,Augsburg,1,06:22,5-6,Home,TEAM deadball rebound,0,,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",0,2
37,"November 13, 2021",Home,Augsburg,1,06:22,5-7,Home,"GROSS,ELLIE made free throw",0,Ellie Gross,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes",1,2
38,"November 13, 2021",Home,Augsburg,1,06:22,5-7,Home,"GROSS,ELLIE enters the game",1,Ellie Gross,"Klaire Steffens, Mallory Brodnik, Elizabeth Shaw, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
39,"November 13, 2021",Home,Augsburg,1,06:22,5-7,Home,"SHAW,ELIZABETH goes to the bench",1,Elizabeth Shaw,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
40,"November 13, 2021",Home,Augsburg,1,06:07,8-7,Away,"EASTMAN,GRACE made 3-pt. jump shot",0,Grace Eastman,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",3,2
41,"November 13, 2021",Home,Augsburg,1,06:07,8-7,Away,"Assist by COPLIN,JALEY",0,Jaley Coplin,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
42,"November 13, 2021",Home,Augsburg,1,05:46,8-7,Home,"VAN SOEST,PEYTON missed 3-pt. jump shot",0,Peyton Soest,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
43,"November 13, 2021",Home,Augsburg,1,05:41,8-7,Home,"HYNES,GRACE offensive rebound",0,Grace Hynes,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
44,"November 13, 2021",Home,Augsburg,1,05:26,8-7,Home,"STEFFENS,KLAIRE missed jump shot",0,Klaire Steffens,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
45,"November 13, 2021",Home,Augsburg,1,05:21,8-7,Away,"MASELLO,JEN defensive rebound",0,Jen Masello,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
46,"November 13, 2021",Home,Augsburg,1,05:12,8-7,Away,"EASTMAN,GRACE missed layup",0,Grace Eastman,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
47,"November 13, 2021",Home,Augsburg,1,05:09,8-7,Home,"STEFFENS,KLAIRE defensive rebound",0,Klaire Steffens,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
48,"November 13, 2021",Home,Augsburg,1,05:02,8-7,Away,"Foul by MANECKE,KATIE",0,Katie Manecke,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
49,"November 13, 2021",Home,Augsburg,1,05:02,8-7,Home,"BRODNIK,MALLORY missed free throw",0,Mallory Brodnik,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
50,"November 13, 2021",Home,Augsburg,1,05:02,8-7,Home,TEAM deadball rebound,0,,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
51,"November 13, 2021",Home,Augsburg,1,05:02,8-8,Home,"BRODNIK,MALLORY made free throw",0,Mallory Brodnik,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",1,2
52,"November 13, 2021",Home,Augsburg,1,05:02,8-8,Away,"MANECKE,KATIE enters the game",1,Katie Manecke,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
53,"November 13, 2021",Home,Augsburg,1,05:02,8-8,Away,"MYERS,KALENA goes to the bench",1,Kalena Myers,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
54,"November 13, 2021",Home,Augsburg,1,04:49,8-8,Away,"COPLIN,JALEY missed jump shot",0,Jaley Coplin,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
55,"November 13, 2021",Home,Augsburg,1,04:46,8-8,Home,"HYNES,GRACE defensive rebound",0,Grace Hynes,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
56,"November 13, 2021",Home,Augsburg,1,04:38,8-8,Home,"Turnover by STEFFENS,KLAIRE",0,Klaire Steffens,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
57,"November 13, 2021",Home,Augsburg,1,04:18,8-8,Away,"Turnover by MASELLO,JEN",0,Jen Masello,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
58,"November 13, 2021",Home,Augsburg,1,04:10,8-8,Away,"Foul by MASELLO,JEN",0,Jen Masello,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
59,"November 13, 2021",Home,Augsburg,1,04:00,8-8,Home,"GAO,ASHLEY missed layup",0,Ashley Gao,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross",0,2
60,"November 13, 2021",Home,Augsburg,1,04:00,8-8,Home,"GAO,ASHLEY enters the game",1,Ashley Gao,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross, Ashley Gao",0,2
61,"November 13, 2021",Home,Augsburg,1,04:00,8-8,Home,"VAN SOEST,PEYTON goes to the bench",1,Peyton Soest,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross, Ashley Gao",0,2
62,"November 13, 2021",Home,Augsburg,1,03:54,8-8,Home,"GAO,ASHLEY offensive rebound",0,Ashley Gao,"Klaire Steffens, Mallory Brodnik, Peyton Van Soest, Grace Hynes, Ellie Gross, Ashley Gao",0,2
